,cities,geocode
2452,Juazeirinho/PB,2507705
2453,Marapoama/SP,3528858
2454,Marialva/PR,4114807
2455,Massaranduba/PB,2509206
2456,Moita Bonita/SE,2804102
2457,Monte Negro/RO,1101401
2458,Neves Paulista/SP,3532504
2459,Nova Brasilândia D'Oeste/RO,1100148
2460,Nova Rosalândia/TO,1715002
2461,Patrocínio Paulista/SP,3536307
2462,Pedro do Rosário/MA,2108256
2463,Pereira Barreto/SP,3537404
2464,Pio XII/MA,2108702
2465,Pirapozinho/SP,3539202
2466,Ponte Nova/MG,3152105
2467,Porto Rico do Maranhão/MA,2109056
2468,Poço Redondo/SE,2805406
2469,Reginópolis/SP,3542503
2470,Santa Luz/PI,2209302
2471,Santa Luzia/PB,2513406
2472,Santana de Cataguases/MG,3158409
2473,Santo Anastácio/SP,3547700
2474,Sarutaiá/SP,3551207
2475,Senador Elói de Souza/RN,2413102
2476,São José da Laje/AL,2708303
2477,São João do Paraíso/MG,3162708
2478,São Pedro da Água Branca/MA,2111532
2479,Tabatinga/SP,3552700
2480,Tapiratiba/SP,3553609
2481,Torre de Pedra/SP,3554656
2482,Torrinha/SP,3554706
2483,Treze Tílias/SC,4218509
2484,Tucano/BA,2931905
2485,Turiaçu/MA,2112407
2486,Upanema/RN,2414605
2487,Uraí/PR,4128401
2488,Uru/SP,3555901
2489,Wenceslau Braz/MG,3172202
2490,Xanxerê/SC,4219507
2491,Abel Figueiredo/PA,1500131
2492,Alexânia/GO,5200308
2493,Alpinópolis/MG,3101904
2494,Alto Rio Doce/MG,3102100
2495,Alvorada/TO,1700707
2496,Américo de Campos/SP,3501806
2497,Anicuns/GO,5201306
2498,Arame/MA,2100956
2499,Baixa Grande do Ribeiro/PI,2201150
2500,Bananal/SP,3504909
2501,Barro/CE,2302008
2502,Baía da Traição/PB,2501401
2503,Bela Vista de Minas/MG,3106002
2504,Belém de Maria/PE,2601508
2505,Boa Vista do Tupim/BA,2903805
2506,Borborema/PB,2502706
2507,Brazópolis/MG,3108909
2508,Britânia/GO,5203807
2509,Campestre/AL,2701357
2510,Canas/SP,3509957
2511,Carandaí/MG,3113206
2512,Catunda/CE,2303659
2513,Caturaí/GO,5205208
2514,Coité do Nóia/AL,2702009
2515,Coivaras/PI,2202737
2516,Corumbá de Goiás/GO,5205802
2517,Couto de Magalhães de Minas/MG,3120102
2518,Cristalina/GO,5206206
2519,Cristalândia/TO,1706100
2520,Cuitegi/PB,2505204
2521,Córrego do Ouro/GO,5205703
2522,Edéia/GO,5207402
2523,Elói Mendes/MG,3123601
2524,Eugênio de Castro/RS,4307831
2525,Fernando Falcão/MA,2104081
2526,Figueirópolis/TO,1707652
2527,Gastão Vidigal/SP,3516804
2528,Guareí/SP,3518503
2529,Ilicínea/MG,3130507
2530,Inhapi/AL,2703304
2531,Iporá/GO,5210208
2532,Ipuã/SP,3521309
2533,Itaú de Minas/MG,3133758
2534,Jardim/MS,5005004
2535,Jijoca de Jericoacoara/CE,2307254
2536,Juripiranga/PB,2507903
2537,Lambari/MG,3137809
2538,Mallet/PR,4113908
2539,Mar de Espanha/MG,3139805
2540,Maraial/PE,2609204
2541,Maurilândia do Tocantins/TO,1712801
2542,Minaçu/GO,5213087
2543,Monte Aprazível/SP,3531407
2544,Nova Lacerda/MT,5106182
2545,Nova Viçosa/BA,2923001
2546,Novo Repartimento/PA,1505064
2547,Palmeirândia/MA,2107605
2548,Paramoti/CE,2310407
2549,Paverama/RS,4314159
2550,Perdizes/MG,3149804
2551,Piracanjuba/GO,5217104
2552,Pocinhos/PB,2512002
2553,Porangaba/SP,3540507
2554,Presidente Vargas/MA,2109304
2555,Riachuelo/SE,2805901
2556,Riachão do Bacamarte/PB,2512754
2557,Riachão/MA,2109502
2558,Santa Cruz da Esperança/SP,3546256
2559,Santa Cruz/PE,2612455
2560,Serra Alta/SC,4217550
2561,Serrolândia/BA,2930600
2562,Sobrado/PB,2515971
2563,São Francisco do Glória/MG,3161403
2564,São José do Peixe/PI,2210102
2565,São Luis do Piauí/PI,2210375
2566,São Luiz do Paraitinga/SP,3550001
2567,São Miguel de Taipu/PB,2515005
2568,Tabuleiro/MG,3167905
2569,Tapiraí/SP,3553500
2570,Theobroma/RO,1101609
2571,Tombos/MG,3169208
2572,Turilândia/MA,2112456
2573,União Paulista/SP,3555703
2574,Água Doce do Maranhão/MA,2100154
2575,Abadia dos Dourados/MG,3100104
2576,Abatiá/PR,4100103
2577,Alto Paraíso de Goiás/GO,5200605
2578,Ametista do Sul/RS,4300646
2579,Apuí/AM,1300144
2580,Araioses/MA,2100907
2581,Astolfo Dutra/MG,3104601
2582,Aurora do Tocantins/TO,1702703
2583,Avanhandava/SP,3504404
2584,Bananeiras/PB,2501500
2585,Barão de Grajaú/MA,2101509
2586,Bela Vista/MS,5002100
2587,Belágua/MA,2101731
2588,Boa Vista do Gurupi/MA,2101970
2589,Bonito/MS,5002209
2590,Cajazeirinhas/PB,2503753
2591,Campo Grande/RN,2401305
2592,Cana Verde/MG,3111903
2593,Canapi/AL,2701605
2594,Capinzal do Norte/MA,2102754
2595,Capixaba/AC,1200179
2596,Cardoso Moreira/RJ,3301157
2597,Carmo da Mata/MG,3114006
2598,Caseiros/RS,4304952
2599,Centro do Guilherme/MA,2103158
2600,Cláudio/MG,3116605
2601,Cocal de Telha/PI,2202711
2602,Coronel Freitas/SC,4204400
2603,Corumbaíba/GO,5205901
2604,Cotriguaçu/MT,5103379
2605,Coxilha/RS,4305975
2606,Curuá/PA,1502855
2607,Dionísio/MG,3121803
2608,Divinolândia/SP,3513900
2609,Doutor Ricardo/RS,4306759
2610,Estação/RS,4307559
2611,Faro/PA,1503002
2612,Flexeiras/AL,2702801
2613,Flórida Paulista/SP,3516002
2614,Frederico Westphalen/RS,4308508
2615,Fronteiras/PI,2204303
2616,Getulina/SP,3517000
2617,Guabiju/RS,4309258
2618,Guaraqueçaba/PR,4109500
2619,Gália/SP,3516606
2620,Imigrante/RS,4310363
2621,Ipiranga do Piauí/PI,2204808
2622,Jacareacanga/PA,1503754
2623,Joca Claudino/PB,2513653
2624,Lagoa Vermelha/RS,4311304
2625,Lajinha/MG,3137700
2626,Lavínia/SP,3526506
2627,Macau/RN,2407203
2628,Machadinho/RS,4311700
2629,Mantena/MG,3139607
2630,Mara Rosa/GO,5212808
2631,Maranhãozinho/MA,2106375
2632,Matias Cardoso/MG,3140852
2633,Meridiano/SP,3529609
2634,Natividade/RJ,3303104
2635,Nonoai/RS,4312708
2636,Pacaembu/SP,3534906
2637,Paim Filho/RS,4313607
2638,Palminópolis/GO,5215900
2639,Parazinho/RN,2408805
2640,Paraíso do Sul/RS,4314027
2641,Piranguçu/MG,3150901
2642,Planalto/RS,4314704
2643,Ponte Branca/MT,5106703
2644,Pugmil/TO,1718451
2645,Realeza/PR,4121406
2646,Redenção do Gurguéia/PI,2208700
2647,Ribas do Rio Pardo/MS,5007109
2648,Rio Novo/MG,3155405
2649,Santa Bárbara/MG,3157203
2650,Santana do Araguaia/PA,1506708
2651,Santana do Cariri/CE,2312106
2652,Santana do Matos/RN,2411403
2653,Santanópolis/BA,2928307
2654,Santo Antônio do Jardim/SP,3548104
2655,Santo Antônio dos Lopes/MA,2110302
2656,Senador Alexandre Costa/MA,2111748
2657,Senador Georgino Avelino/RN,2413201
2658,Serra Azul/SP,3551405
2659,Sertãozinho/PB,2515930
2660,Soure/PA,1507904
2661,São Bernardo/MA,2110609
2662,São Carlos/SC,4216008
2663,São Domingos do Maranhão/MA,2110708
2664,São Felipe D'Oeste/RO,1101484
2665,São José da Boa Vista/PR,4125407
2666,São João da Fronteira/PI,2209872
2667,São Luís do Quitunde/AL,2708501
2668,São Pedro dos Crentes/MA,2111573
2669,São Vicente/RN,2413003
2670,Taguaí/SP,3553005
2671,Taquarivaí/SP,3553856
2672,Teixeira/PB,2516706
2673,Teodoro Sampaio/SP,3554300
2674,Timbiras/MA,2112100
2675,Ubirajara/SP,3555505
2676,Vale de São Domingos/MT,5108352
2677,Vanini/RS,4322558
2678,Vargem Alegre/MG,3170578
2679,Viradouro/SP,3556800
2680,Vitória do Xingu/PA,1508357
2681,Água Santa/RS,4300059
2682,Águas de Santa Bárbara/SP,3500550
2683,Álvaro de Carvalho/SP,3501400
2684,Agudos do Sul/PR,4100301
2685,Alto Alegre/SP,3501103
2686,Bom Jesus/RS,4302303
2687,Brasiléia/AC,1200104
2688,Buriti Bravo/MA,2102309
2689,Cacimbinhas/AL,2701209
2690,Caldas/MG,3110301
2691,Camutanga/PE,2603603
2692,Capelinha/MG,3112307
2693,Carmópolis/SE,2801504
2694,Colorado/PR,4105904
2695,Craíbas/AL,2702355
2696,Dom Feliciano/RS,4306502
2697,Dueré/TO,1707306
2698,Fervedouro/MG,3125952
2699,Gararu/SE,2802403
2700,General Carneiro/PR,4108502
2701,Goiatins/TO,1709005
2702,Graccho Cardoso/SE,2802601
2703,Guaiçara/SP,3517208
2704,Gurupá/PA,1503101
2705,Indiana/SP,3520608
2706,Inúbia Paulista/SP,3520806
2707,Ipiguá/SP,3521150
2708,Itabirito/MG,3131901
2709,Itambacuri/MG,3132701
2710,Itapitanga/BA,2916609
2711,Itaíba/PE,2607505
2712,Itupiranga/PA,1503705
2713,Lajeado Novo/MA,2105989
2714,Major Isidoro/AL,2704401
2715,Marques de Souza/RS,4312054
2716,Medina/MG,3141405
2717,Monte Alegre de Minas/MG,3142809
2718,Morro do Chapéu do Piauí/PI,2206670
2719,Nova Aliança/SP,3532801
2720,Nova Campina/SP,3532827
2721,Nova Europa/SP,3532900
2722,Nova Porteirinha/MG,3145059
2723,Olivença/AL,2706000
2724,Paulo Ramos/MA,2108108
2725,Pedreira/SP,3537107
2726,Pindoba/AL,2707008
2727,Pontal do Paraná/PR,4119954
2728,Ponte Alta do Tocantins/TO,1717909
2729,Potiraguá/BA,2925402
2730,Poço Verde/SE,2805505
2731,Poço das Trincheiras/AL,2707206
2732,Presidente Bernardes/SP,3541208
2733,Quebrangulo/AL,2707602
2734,Recreio/MG,3154101
2735,Riacho dos Machados/MG,3154507
2736,Ribamar Fiquene/MA,2109551
2737,Santana do São Francisco/SE,2806404
2738,Santo Antônio do Leverger/MT,5107800
2739,Santo Estêvão/BA,2928802
2740,Silvanópolis/TO,1720655
2741,Simplício Mendes/PI,2210805
2742,São Bento do Tocantins/TO,1720101
2743,São Gabriel do Oeste/MS,5007695
2744,São João do Manhuaçu/MG,3162559
2745,Umburanas/BA,2932457
2746,Valparaíso/SP,3556305
2747,Xambioá/TO,1722107
2748,Água Boa/MT,5100201
2749,Acorizal/MT,5100102
2750,Alfredo Vasconcelos/MG,3101631
2751,Amambai/MS,5000609
2752,Amargosa/BA,2901007
2753,Amparo de São Francisco/SE,2800100
2754,Anguera/BA,2901502
2755,Aroeiras/PB,2501302
2756,Barbosa/SP,3505104
2757,Barra de Santana/PB,2501575
2758,Barrocas/BA,2903276
2759,Brasil Novo/PA,1501725
2760,Buriti do Tocantins/TO,1703800
2761,Butiá/RS,4302709
2762,Cafeara/PR,4103404
2763,Cajueiro/AL,2701308
2764,Campo Bonito/PR,4104055
2765,Capela do Alto Alegre/BA,2906857
2766,Cedral/MA,2103109
2767,Cidelândia/MA,2103257
2768,Congonhal/MG,3117900
2769,Dom Basílio/BA,2910107
2770,Estrela Dalva/MG,3124609
2771,Gado Bravo/PB,2506251
2772,Imbituva/PR,4110102
2773,Ingá/PB,2506806
2774,Itapicuru/BA,2916500
2775,Itaqui/RS,4310603
2776,Japaratinga/AL,2703601
2777,Japaratuba/SE,2803302
2778,Luiz Alves/SC,4210001
2779,Manoel Vitorino/BA,2920403
2780,Marcolândia/PI,2205953
2781,Marianópolis do Tocantins/TO,1712504
2782,Maturéia/PB,2509396
2783,Mirador/MA,2106706
2784,Nossa Senhora das Dores/SE,2804607
2785,Padre Paraíso/MG,3146305
2786,Paraibano/MA,2107704
2787,Passo de Camaragibe/AL,2706505
2788,Pedrinhas/SE,2805109
2789,Pires Ferreira/CE,2310951
2790,Poloni/SP,3539905
2791,Potengi/CE,2311207
2792,Praia Grande/SC,4213807
2793,Presidente Dutra/BA,2925600
2794,Presidente Tancredo Neves/BA,2925758
2795,Puxinanã/PB,2512408
2796,Rio do Oeste/SC,4214607
2797,Santa Rita de Jacutinga/MG,3159308
2798,Soledade/PB,2516102
2799,São Benedito do Sul/PE,2612901
2800,São Francisco do Pará/PA,1507409
2801,São José dos Ramos/PB,2514453
2802,São João da Mata/MG,3162302
2803,São Valentim do Sul/RS,4319711
2804,Tacima/PB,2516409
2805,Vila Flores/RS,4323309
2806,Vila Nova dos Martírios/MA,2112852
2807,Abelardo Luz/SC,4200101
2808,Antônio Martins/RN,2400901
2809,Aragarças/GO,5201702
2810,Barra de Guabiraba/PE,2601300
2811,Bodocó/PE,2602001
2812,Cajuri/MG,3110202
2813,Campo Alegre de Goiás/GO,5204805
2814,Canhotinho/PE,2603702
2815,Capitão/RS,4304697
2816,Cascalho Rico/MG,3115003
2817,Catiguá/SP,3511201
2818,Caxambu/MG,3115508
2819,Centenário do Sul/PR,4105102
2820,Colinas do Sul/GO,5205521
2821,Condor/RS,4305702
2822,Cuité de Mamanguape/PB,2505238
2823,Dom Expedito Lopes/PI,2203404
2824,Duas Estradas/PB,2505808
2825,Esperança do Sul/RS,4307450
2826,Floresta do Araguaia/PA,1503044
2827,Fontoura Xavier/RS,4308300
2828,Fortuna/MA,2104206
2829,Gonçalves Dias/MA,2104404
2830,Governador Archer/MA,2104503
2831,Humaitá/RS,4309704
2832,Ibirubá/RS,4310009
2833,Igaci/AL,2703106
2834,Irará/BA,2914505
2835,Itaú/RN,2404903
2836,Japurá/AM,1302108
2837,Juarez Távora/PB,2507606
2838,Jucurutu/RN,2406106
2839,Lagoa de Dentro/PB,2508208
2840,Laje do Muriaé/RJ,3302304
2841,Malta/PB,2508802
2842,Maravilha/AL,2704609
2843,Maravilha/SC,4210506
2844,Natuba/PB,2509909
2845,Nova Bassano/RS,4312906
2846,Padre Bernardo/GO,5215603
2847,Palhano/CE,2310001
2848,Palmeiras de Goiás/GO,5215702
2849,Palmácia/CE,2310100
2850,Pedro Afonso/TO,1716505
2851,Porangatu/GO,5218003
2852,Portão/RS,4314803
2853,Praia Norte/TO,1718303
2854,Progresso/RS,4315156
2855,Sacramento/MG,3156908
2856,Saloá/PE,2612307
2857,Santa Teresinha/PB,2513802
2858,Santo Antônio de Goiás/GO,5219738
2859,Santo Antônio do Aventureiro/MG,3160009
2860,Silveiras/SP,3552007
2861,São Borja/RS,4318002
2862,São Domingos/SE,2806800
2863,Tapurah/MT,5108006
2864,Tuneiras do Oeste/PR,4127908
2865,Vera Mendes/PI,2211506
2866,Almino Afonso/RN,2400604
2867,Alto Longá/PI,2200301
2868,Alumínio/SP,3501152
2869,Bacuri/MA,2101301
2870,Belém/PB,2501906
2871,Cacaulândia/RO,1100601
2872,Cairu/BA,2905404
2873,Caiçara do Norte/RN,2401859
2874,Campanha/MG,3110905
2875,Campestre/MG,3111002
2876,Congonhas/MG,3118007
2877,Coronel Vivida/PR,4106506
2878,Cuité/PB,2505105
2879,Emilianópolis/SP,3515129
2880,Encruzilhada/BA,2910404
2881,Entre Rios/BA,2910503
2882,Fernando Prestes/SP,3515608
2883,Figueira/PR,4107751
2884,General Salgado/SP,3516903
2885,Godofredo Viana/MA,2104305
2886,Governador Dix-Sept Rosado/RN,2404309
2887,Guapiara/SP,3517604
2888,Guapé/MG,3128105
2889,Herculândia/SP,3519006
2890,Itatuba/PB,2507200
2891,Jacinto Machado/SC,4208708
2892,Jardim do Seridó/RN,2405702
2893,Lafaiete Coutinho/BA,2918704
2894,Lagoa Nova/RN,2406502
2895,Laranjal/MG,3138005
2896,Luís Antônio/SP,3527603
2897,Marechal Thaumaturgo/AC,1200351
2898,Mogeiro/PB,2509404
2899,Mojuí dos Campos/PA,1504752
2900,Montauri/RS,4312351
2901,Nossa Senhora do Livramento/MT,5106109
2902,Nova Mamoré/RO,1100338
2903,Nova Ponte/MG,3145000
2904,Presidente Médici/RO,1100254
2905,Quixabeira/BA,2925931
2906,Restinga Sêca/RS,4315503
2907,Riachinho/MG,3154457
2908,Rio Pomba/MG,3155801
2909,Rodelas/BA,2927101
2910,Rodolfo Fernandes/RN,2411007
2911,Rodrigues Alves/AC,1200427
2912,Santa Tereza do Oeste/PR,4124020
2913,Santo Expedito/SP,3548302
2914,Sapucaia/PA,1507755
2915,Senhor do Bonfim/BA,2930105
2916,Serra Caiada/RN,2410306
2917,Serrita/PE,2614006
2918,São Miguel do Guaporé/RO,1100320
2919,São Raimundo das Mangabeiras/MA,2111607
2920,Tabapuã/SP,3552601
2921,Terezinha/PE,2615102
2922,Tijucas do Sul/PR,4127601
2923,Trairão/PA,1508050
2924,Umarizal/RN,2414506
2925,Vertente do Lério/PE,2616183
2926,Vicentina/MS,5008404
2927,Wenceslau Braz/PR,4128500
2928,Altinópolis/SP,3501004
2929,Arapoema/TO,1702307
2930,Areial/PB,2501203
2931,Barra do Ribeiro/RS,4301909
2932,Bom Jardim de Goiás/GO,5203401
2933,Boquira/BA,2904100
2934,Brotas/SP,3507902
2935,Campestre do Maranhão/MA,2102556
2936,Candeias/MG,3112000
2937,Carmo do Paranaíba/MG,3114303
2938,Casa Branca/SP,3510807
2939,Caseara/TO,1703909
2940,Caçu/GO,5204300
2941,Central do Maranhão/MA,2103125
2942,Chiador/MG,3116209
2943,Cristina/MG,3120508
2944,Cruzília/MG,3120805
2945,Doverlândia/GO,5207253
2946,Elisiário/SP,3514924
2947,Engenheiro Caldas/MG,3123700
2948,Estrela do Sul/MG,3124807
2949,Formosa da Serra Negra/MA,2104099
2950,Governador Eugênio Barros/MA,2104602
2951,Itaguatins/TO,1710706
2952,Itapuranga/GO,5211206
2953,Ivolândia/GO,5211602
2954,Jacutinga/MG,3134905
2955,Jundiá/AL,2703908
2956,Ladainha/MG,3137007
2957,Lagoa do Piauí/PI,2205581
2958,Martins/RN,2407401
2959,Matias Olímpio/PI,2206100
2960,Mondaí/SC,4211009
2961,Morro Grande/SC,4211256
2962,Morro do Chapéu/BA,2921708
2963,Nobres/MT,5105903
2964,Nova Olinda/PB,2510204
2965,Paraguaçu/MG,3147204
2966,Paranatama/PE,2610301
2967,Paraná/RN,2408607
2968,Pedra Azul/MG,3148707
2969,Picuí/PB,2511400
2970,Piracema/MG,3150604
2971,Piranga/MG,3150802
2972,Porto Walter/AC,1200393
2973,Potirendaba/SP,3540804
2974,Quirinópolis/GO,5218508
2975,Quixaba/PB,2512606
2976,Rebouças/PR,4121505
2977,Ribeiro Gonçalves/PI,2208908
2978,Ribeirão Grande/SP,3543253
2979,Ribeirão dos Índios/SP,3543238
2980,Rodeiro/MG,3156304
2981,Ruy Barbosa/BA,2927200
2982,Salto da Divisa/MG,3157104
2983,Santo Antônio da Platina/PR,4124103
2984,Serraria/PB,2515906
2985,Severínia/SP,3551900
2986,Socorro do Piauí/PI,2210904
2987,Solânea/PB,2516003
2988,São Félix do Araguaia/MT,5107859
2989,São Joaquim de Bicas/MG,3162922
2990,São Miguel do Iguaçu/PR,4125704
2991,Tacuru/MS,5007950
2992,Tambaú/SP,3553302
2993,Tenente Laurentino Cruz/RN,2414159
2994,Tremembé/SP,3554805
2995,Varjão de Minas/MG,3170750
2996,Vera Cruz/RS,4322707
2997,Vista Serrana/PB,2505501
2998,Várzea da Palma/MG,3170800
2999,Alto Paraguai/MT,5100508
3000,Alto Parnaíba/MA,2100501
3001,Anagé/BA,2901205
3002,Anchieta/SC,4200804
3003,Andradas/MG,3102605
3004,Andrelândia/MG,3102803
3005,Angicos/RN,2400802
3006,Aragominas/TO,1701309
3007,Araçás/BA,2902054
3008,Bacurituba/MA,2101350
3009,Bernardo do Mearim/MA,2101939
3010,Bocaiúva/MG,3107307
3011,Cambuci/RJ,3300902
3012,Campo Verde/MT,5102678
3013,Casinhas/PE,2604155
3014,Cerquilho/SP,3511508
3015,Chapadão do Céu/GO,5205471
3016,Cidade Gaúcha/PR,4105607
3017,Conceição da Feira/BA,2908200
3018,Conceição/PB,2504405
3019,Cordilheira Alta/SC,4204350
3020,Curral de Cima/PB,2505279
3021,Delfim Moreira/MG,3121100
3022,Entre Rios/SC,4205175
3023,Esperantina/TO,1707405
3024,Feira Nova do Maranhão/MA,2104073
3025,Guaimbê/SP,3517307
3026,Guajará/AM,1301654
3027,Guaraci/SP,3517901
3028,Inhapim/MG,3130903
3029,Itaberá/SP,3521705
3030,Itaipulândia/PR,4110953
3031,Itápolis/SP,3522703
3032,Jacaraú/PB,2507309
3033,Joviânia/GO,5212105
3034,Juscimeira/MT,5105200
3035,Kaloré/PR,4113106
3036,Mamborê/PR,4114005
3037,Miradouro/MG,3142106
3038,Monte Sião/MG,3143401
3039,Monteirópolis/AL,2705408
3040,Mucuri/BA,2922003
3041,Mundo Novo/BA,2922102
3042,Muritiba/BA,2922300
3043,Olho d'Água/PB,2510402
3044,Oliveira de Fátima/TO,1715507
3045,Oliveira/MG,3145604
3046,Pacujá/CE,2309904
3047,Passa Quatro/MG,3147600
3048,Pau D'Arco do Piauí/PI,2207793
3049,Piranguinho/MG,3151008
3050,Piraúba/MG,3151305
3051,Presidente Kennedy/TO,1718402
3052,Queimadas/BA,2925808
3053,Roseira/SP,3544301
3054,Rurópolis/PA,1506195
3055,Salgado de São Félix/PB,2513109
3056,Santa Filomena do Maranhão/MA,2109759
3057,Severiano Melo/RN,2413607
3058,Sigefredo Pacheco/PI,2210656
3059,Sobradinho/BA,2930774
3060,São Desidério/BA,2928901
3061,São José da Tapera/AL,2708402
3062,São João do Pau d'Alho/SP,3549300
3063,São Simão/GO,5220405
3064,Teofilândia/BA,2931509
3065,Tibau do Sul/RN,2414209
3066,Urupês/SP,3556008
3067,Vargem/SC,4219150
3068,Vereda/BA,2933257
3069,Visconde do Rio Branco/MG,3172004
3070,Várzea da Roça/BA,2933059
3071,Abaré/BA,2900207
3072,Amparo/PB,2500734
3073,Andirá/PR,4101101
3074,Arara/PB,2500908
3075,Araçuaí/MG,3103405
3076,Banzaê/BA,2902658
3077,Barão de Cotegipe/RS,4301701
3078,Bela Vista do Piauí/PI,2201556
3079,Belém do São Francisco/PE,2601607
3080,Brochier/RS,4302659
3081,Buri/SP,3508009
3082,Cabaceiras do Paraguaçu/BA,2904852
3083,Cachoeira de Minas/MG,3109709
3084,Caibaté/RS,4303301
3085,Camapuã/MS,5002605
3086,Camargo/RS,4303558
3087,Cambará/PR,4103602
3088,Campina do Monte Alegre/SP,3509452
3089,Campo Grande do Piauí/PI,2202133
3090,Careaçu/MG,3113602
3091,Carneiros/AL,2701803
3092,Casca/RS,4304903
3093,Chácara/MG,3115904
3094,Conceição do Almeida/BA,2908309
3095,Conceição do Rio Verde/MG,3117702
3096,Crissiumal/RS,4306007
3097,Cristópolis/BA,2909703
3098,Córrego do Bom Jesus/MG,3119906
3099,Diamantina/MG,3121605
3100,Erebango/RS,4306973
3101,Gramado/RS,4309100
3102,Graça Aranha/MA,2104701
3103,Guarani d'Oeste/SP,3518008
3104,Hulha Negra/RS,4309654
3105,Iaçu/BA,2911907
3106,Ibitiara/BA,2913002
3107,Igrapiúna/BA,2913457
3108,Inhambupe/BA,2913705
3109,Ipecaetá/BA,2913804
3110,Irati/PR,4110706
3111,Jaguariaíva/PR,4112009
3112,Jenipapo dos Vieiras/MA,2105476
3113,Lago Verde/MA,2105906
3114,Lagoa Grande/PE,2608750
3115,Landri Sales/PI,2205607
3116,Lavras do Sul/RS,4311502
3117,Luzerna/SC,4210035
3118,Magda/SP,3528304
3119,Malacacheta/MG,3139201
3120,Mangueirinha/PR,4114401
3121,Maximiliano de Almeida/RS,4312203
3122,Mendonça/SP,3529500
3123,Miguel Calmon/BA,2921203
3124,Mirangaba/BA,2921401
3125,Miraí/MG,3142205
3126,Murutinga do Sul/SP,3532108
3127,Nina Rodrigues/MA,2107209
3128,Nova Ibiá/BA,2922755
3129,Nova Olímpia/MT,5106232
3130,Nova Ubiratã/MT,5106240
3131,Nova Xavantina/MT,5106257
3132,Nuporanga/SP,3533601
3133,Orizânia/MG,3145877
3134,Ouroeste/SP,3534757
3135,Palestina do Pará/PA,1505494
3136,Panorama/SP,3535408
3137,Paranhos/MS,5006358
3138,Paraopeba/MG,3147402
3139,Paula Freitas/PR,4118600
3140,Pedra do Indaiá/MG,3148905
3141,Piatã/BA,2924306
3142,Pirangi/SP,3539004
3143,Pitangui/MG,3151404
3144,Piên/PR,4119103
3145,Planalto/SP,3539608
3146,Ponto Novo/BA,2925253
3147,Porto de Pedras/AL,2707404
3148,Poção de Pedras/MA,2108900
3149,Presidente Jânio Quadros/BA,2925709
3150,Primeira Cruz/MA,2109403
3151,Ronda Alta/RS,4316105
3152,Rondolândia/MT,5107578
3153,Santa Luzia D'Oeste/RO,1100296
3154,Santa Rita do Trivelato/MT,5107768
3155,Santo Amaro do Maranhão/MA,2110278
3156,Santo Antônio do Amparo/MG,3159902
3157,Saúde/BA,2929800
3158,Sento Sé/BA,2930204
3159,São Bento do Sapucaí/SP,3548609
3160,São Domingos do Prata/MG,3161007
3161,São Jerônimo/RS,4318408
3162,São José do Herval/RS,4318465
3163,São José dos Basílios/MA,2111250
3164,São João da Canabrava/PI,2209856
3165,São João do Manteninha/MG,3162575
3166,São João/PR,4124806
3167,São Vendelino/RS,4319752
3168,São Vicente do Seridó/PB,2515401
3169,Tanque d'Arca/AL,2709004
3170,Uarini/AM,1304260
3171,Vila Rica/MT,5108600
3172,Altair/SP,3500907
3173,Alto Araguaia/MT,5100300
3174,Anhumas/SP,3502408
3175,Aparecida do Rio Doce/GO,5201454
3176,Araguaçu/TO,1702000
3177,Babaçulândia/TO,1703008
3178,Boa Vista/PB,2502151
3179,Boracéia/SP,3507308
3180,Cacimba de Dentro/PB,2503506
3181,Calçado/PE,2603306
3182,Campina Verde/MG,3111101
3183,Carolina/MA,2102804
3184,Catas Altas/MG,3115359
3185,Caturité/PB,2504355
3186,Dirceu Arcoverde/PI,2203354
3187,Dois Riachos/AL,2702504
3188,Dourado/SP,3514304
3189,Eugenópolis/MG,3124906
3190,Feira Grande/AL,2702603
3191,Feira Nova/SE,2802205
3192,Fátima do Sul/MS,5003801
3193,General Maynard/SE,2802502
3194,Glória de Dourados/MS,5004007
3195,Guanhães/MG,3128006
3196,Guarará/MG,3128501
3197,Igaratinga/MG,3130200
3198,Inconfidentes/MG,3130606
3199,Itaipava do Grajaú/MA,2105351
3200,Itaipé/MG,3132305
3201,Itaoca/SP,3522158
3202,Jacuípe/AL,2703502
3203,Jequitibá/MG,3135704
3204,Lagoa Grande do Maranhão/MA,2105963
3205,Lagoa do Sítio/PI,2205599
3206,Laranjeiras do Sul/PR,4113304
3207,Lastro/PB,2508406
3208,Logradouro/PB,2508554
3209,Mar Vermelho/AL,2704906
3210,Missal/PR,4116059
3211,Monte Alegre de Sergipe/SE,2804201
3212,Monte Santo/BA,2921500
3213,Monteiro Lobato/SP,3531704
3214,Nossa Senhora Aparecida/SE,2804458
3215,Passagem/PB,2510709
3216,Piranhas/AL,2707107
3217,Pratápolis/MG,3152907
3218,Rio Claro/RJ,3304409
3219,Roteiro/AL,2707800
3220,Sagres/SP,3544707
3221,Salgadinho/PE,2612109
3222,Santa Fé do Araguaia/TO,1718865
3223,Sertanópolis/PR,4126504
3224,São Domingos do Azeitão/MA,2110658
3225,São Francisco de Paula/MG,3161205
3226,São Francisco/SE,2806909
3227,São Gonçalo do Sapucaí/MG,3162005
3228,São José de Caiana/PB,2514305
3229,São Sebastião do Rio Preto/MG,3164803
3230,São Valério/TO,1720499
3231,Treviso/SC,4218350
3232,Valentim Gentil/SP,3556107
3233,Várzea/RN,2414704
